No,Year,Team,Sport,Gold,Silver,Bronze,Participants,Total Gold,Total Silver,Total Bronze,Total Participants,weighted_score_numerator,weighted_score_denominator,adv
21431,2012,Belarus,Trampolining,0.0,0.0,0.0,2,2.0,2.0,2.0,31,2.0,61.0,0.03278688524590164
21432,2012,Belarus,Wrestling,0.0,0.0,0.0,11,18.0,18.0,36.0,339,11.0,663.0,0.016591251885369532
21433,2012,Belgium,Athletics,0.0,0.0,0.0,10,47.0,47.0,49.0,1483,10.0,2194.0,0.004557885141294439
21434,2012,Belgium,Badminton,0.0,0.0,0.0,2,5.0,5.0,5.0,125,2.0,200.0,0.01
21435,2012,Belgium,Canoeing,0.0,0.0,0.0,3,16.0,16.0,16.0,234,3.0,474.0,0.006329113924050633
21436,2012,Belgium,Cycling,0.0,0.0,0.0,8,18.0,18.0,19.0,334,8.0,607.0,0.013179571663920923
21437,2012,Belgium,Equestrianism,0.0,0.0,0.0,3,6.0,6.0,6.0,81,3.0,171.0,0.017543859649122806
21438,2012,Belgium,Gymnastics,0.0,0.0,0.0,2,14.0,14.0,14.0,151,2.0,361.0,0.00554016620498615
21439,2012,Belgium,Hockey,0.0,0.0,0.0,2,2.0,2.0,2.0,24,2.0,54.0,0.037037037037037035
21440,2012,Belgium,Rowing,0.0,0.0,0.0,1,14.0,14.0,14.0,205,1.0,415.0,0.0024096385542168677
21441,2012,Belgium,Swimming,0.0,0.0,0.0,10,34.0,36.0,32.0,771,10.0,1285.0,0.007782101167315175
21442,2012,Belgium,Table Tennis,0.0,0.0,0.0,1,4.0,4.0,4.0,105,1.0,165.0,0.006060606060606061
21443,2012,Belgium,Tennis,0.0,0.0,0.0,2,5.0,5.0,5.0,118,2.0,193.0,0.010362694300518135
21444,2012,Belgium,Triathlon,0.0,0.0,0.0,2,2.0,2.0,2.0,68,2.0,98.0,0.02040816326530612
21445,2012,Belgium,Weightlifting,0.0,0.0,0.0,1,15.0,15.0,15.0,235,1.0,460.0,0.002173913043478261
21446,2012,Belize,Athletics,0.0,0.0,0.0,2,47.0,47.0,49.0,1483,2.0,2194.0,0.0009115770282588879
21447,2012,Belize,Judo,0.0,0.0,0.0,1,14.0,14.0,28.0,384,1.0,636.0,0.0015723270440251573
21448,2012,Benin,Athletics,0.0,0.0,0.0,2,47.0,47.0,49.0,1483,2.0,2194.0,0.0009115770282588879
21449,2012,Benin,Boxing,0.0,0.0,0.0,1,13.0,13.0,26.0,283,1.0,517.0,0.0019342359767891683
21450,2012,Benin,Judo,0.0,0.0,0.0,1,14.0,14.0,28.0,384,1.0,636.0,0.0015723270440251573
21451,2012,Benin,Swimming,0.0,0.0,0.0,1,34.0,36.0,32.0,771,1.0,1285.0,0.0007782101167315176
21452,2012,Bermuda,Athletics,0.0,0.0,0.0,2,47.0,47.0,49.0,1483,2.0,2194.0,0.0009115770282588879
21453,2012,Bermuda,Equestrianism,0.0,0.0,0.0,1,6.0,6.0,6.0,81,1.0,171.0,0.005847953216374269
21454,2012,Bermuda,Sailing,0.0,0.0,0.0,1,10.0,10.0,10.0,272,1.0,422.0,0.002369668246445498
21455,2012,Bermuda,Swimming,0.0,0.0,0.0,1,34.0,36.0,32.0,771,1.0,1285.0,0.0007782101167315176
21456,2012,Bermuda,Triathlon,0.0,0.0,0.0,2,2.0,2.0,2.0,68,2.0,98.0,0.02040816326530612
21457,2012,Bhutan,Archery,0.0,0.0,0.0,1,4.0,4.0,4.0,86,1.0,146.0,0.00684931506849315
21458,2012,Bhutan,Shooting,0.0,0.0,0.0,1,15.0,15.0,15.0,322,1.0,547.0,0.0018281535648994515
21459,2012,Bolivia,Athletics,0.0,0.0,0.0,2,47.0,47.0,49.0,1483,2.0,2194.0,0.0009115770282588879
21460,2012,Bolivia,Shooting,0.0,0.0,0.0,1,15.0,15.0,15.0,322,1.0,547.0,0.0018281535648994515
21461,2012,Bolivia,Swimming,0.0,0.0,0.0,2,34.0,36.0,32.0,771,2.0,1285.0,0.0015564202334630351
21462,2012,Bosnia and Herzegovina,Athletics,0.0,0.0,0.0,2,47.0,47.0,49.0,1483,2.0,2194.0,0.0009115770282588879
21463,2012,Bosnia and Herzegovina,Judo,0.0,0.0,0.0,1,14.0,14.0,28.0,384,1.0,636.0,0.0015723270440251573
21464,2012,Bosnia and Herzegovina,Shooting,0.0,0.0,0.0,1,15.0,15.0,15.0,322,1.0,547.0,0.0018281535648994515
21465,2012,Bosnia and Herzegovina,Swimming,0.0,0.0,0.0,2,34.0,36.0,32.0,771,2.0,1285.0,0.0015564202334630351
21466,2012,Botswana,Boxing,0.0,0.0,0.0,1,13.0,13.0,26.0,283,1.0,517.0,0.0019342359767891683
21467,2012,Brazil,Archery,0.0,0.0,0.0,1,4.0,4.0,4.0,86,1.0,146.0,0.00684931506849315
21468,2012,Brazil,Athletics,0.0,0.0,0.0,22,47.0,47.0,49.0,1483,22.0,2194.0,0.010027347310847767
21469,2012,Brazil,Basketball,0.0,0.0,0.0,2,2.0,2.0,2.0,24,2.0,54.0,0.037037037037037035
21470,2012,Brazil,Canoeing,0.0,0.0,0.0,2,16.0,16.0,16.0,234,2.0,474.0,0.004219409282700422
21471,2012,Brazil,Cycling,0.0,0.0,0.0,7,18.0,18.0,19.0,334,7.0,607.0,0.011532125205930808
21472,2012,Brazil,Diving,0.0,0.0,0.0,3,8.0,8.0,8.0,93,3.0,213.0,0.014084507042253521
21473,2012,Brazil,Equestrianism,0.0,0.0,0.0,3,6.0,6.0,6.0,81,3.0,171.0,0.017543859649122806
21474,2012,Brazil,Fencing,0.0,0.0,0.0,3,10.0,10.0,10.0,150,3.0,300.0,0.01
21475,2012,Brazil,Handball,0.0,0.0,0.0,1,2.0,2.0,2.0,24,1.0,54.0,0.018518518518518517
21476,2012,Brazil,Rowing,0.0,0.0,0.0,3,14.0,14.0,14.0,205,3.0,415.0,0.007228915662650603
21477,2012,Brazil,Shooting,0.0,0.0,0.0,2,15.0,15.0,15.0,322,2.0,547.0,0.003656307129798903
21478,2012,Brazil,Synchronized Swimming,0.0,0.0,0.0,1,2.0,2.0,2.0,29,1.0,59.0,0.01694915254237288
21479,2012,Brazil,Table Tennis,0.0,0.0,0.0,2,4.0,4.0,4.0,105,2.0,165.0,0.012121212121212121
21480,2012,Brazil,Taekwondo,0.0,0.0,0.0,2,8.0,8.0,16.0,128,2.0,272.0,0.007352941176470588
21481,2012,Brazil,Tennis,0.0,0.0,0.0,1,5.0,5.0,5.0,118,1.0,193.0,0.0051813471502590676
21482,2012,Brazil,Triathlon,0.0,0.0,0.0,2,2.0,2.0,2.0,68,2.0,98.0,0.02040816326530612
21483,2012,Brazil,Weightlifting,0.0,0.0,0.0,2,15.0,15.0,15.0,235,2.0,460.0,0.004347826086956522
21484,2012,Brazil,Wrestling,0.0,0.0,0.0,1,18.0,18.0,36.0,339,1.0,663.0,0.0015082956259426848
21485,2012,Brazil-1,Tennis,0.0,0.0,0.0,1,5.0,5.0,5.0,118,1.0,193.0,0.0051813471502590676
21486,2012,Brazil-2,Beach Volleyball,0.0,0.0,0.0,2,2.0,2.0,2.0,48,2.0,78.0,0.02564102564102564
21487,2012,Brazil-2,Tennis,0.0,0.0,0.0,1,5.0,5.0,5.0,118,1.0,193.0,0.0051813471502590676
21488,2012,British Virgin Islands,Athletics,0.0,0.0,0.0,2,47.0,47.0,49.0,1483,2.0,2194.0,0.0009115770282588879
21489,2012,Brunei,Athletics,0.0,0.0,0.0,2,47.0,47.0,49.0,1483,2.0,2194.0,0.0009115770282588879
21490,2012,Brunei,Swimming,0.0,0.0,0.0,1,34.0,36.0,32.0,771,1.0,1285.0,0.0007782101167315176
21491,2012,Bulgaria,Archery,0.0,0.0,0.0,1,4.0,4.0,4.0,86,1.0,146.0,0.00684931506849315
21492,2012,Bulgaria,Athletics,0.0,0.0,0.0,8,47.0,47.0,49.0,1483,8.0,2194.0,0.0036463081130355514
21493,2012,Bulgaria,Badminton,0.0,0.0,0.0,1,5.0,5.0,5.0,125,1.0,200.0,0.005
21494,2012,Bulgaria,Canoeing,0.0,0.0,0.0,1,16.0,16.0,16.0,234,1.0,474.0,0.002109704641350211
21495,2012,Bulgaria,Cycling,0.0,0.0,0.0,1,18.0,18.0,19.0,334,1.0,607.0,0.0016474464579901153
21496,2012,Bulgaria,Fencing,0.0,0.0,0.0,1,10.0,10.0,10.0,150,1.0,300.0,0.0033333333333333335
21497,2012,Bulgaria,Gymnastics,0.0,0.0,0.0,2,14.0,14.0,14.0,151,2.0,361.0,0.00554016620498615
21498,2012,Bulgaria,Judo,0.0,0.0,0.0,1,14.0,14.0,28.0,384,1.0,636.0,0.0015723270440251573
21499,2012,Bulgaria,Rhythmic Gymnastics,0.0,0.0,0.0,2,2.0,2.0,2.0,35,2.0,65.0,0.03076923076923077
21500,2012,Bulgaria,Sailing,0.0,0.0,0.0,2,10.0,10.0,10.0,272,2.0,422.0,0.004739336492890996
21501,2012,Bulgaria,Shooting,0.0,0.0,0.0,3,15.0,15.0,15.0,322,3.0,547.0,0.005484460694698354
21502,2012,Bulgaria,Swimming,0.0,0.0,0.0,4,34.0,36.0,32.0,771,4.0,1285.0,0.0031128404669260703
21503,2012,Bulgaria,Tennis,0.0,0.0,0.0,2,5.0,5.0,5.0,118,2.0,193.0,0.010362694300518135
21504,2012,Bulgaria,Volleyball,0.0,0.0,0.0,1,2.0,2.0,2.0,24,1.0,54.0,0.018518518518518517
21505,2012,Bulgaria,Weightlifting,0.0,0.0,0.0,2,15.0,15.0,15.0,235,2.0,460.0,0.004347826086956522
21506,2012,Burkina Faso,Athletics,0.0,0.0,0.0,2,47.0,47.0,49.0,1483,2.0,2194.0,0.0009115770282588879
21507,2012,Burkina Faso,Judo,0.0,0.0,0.0,1,14.0,14.0,28.0,384,1.0,636.0,0.0015723270440251573
21508,2012,Burkina Faso,Swimming,0.0,0.0,0.0,2,34.0,36.0,32.0,771,2.0,1285.0,0.0015564202334630351
21509,2012,Burundi,Athletics,0.0,0.0,0.0,3,47.0,47.0,49.0,1483,3.0,2194.0,0.0013673655423883319
21510,2012,Burundi,Judo,0.0,0.0,0.0,1,14.0,14.0,28.0,384,1.0,636.0,0.0015723270440251573
21511,2012,Burundi,Swimming,0.0,0.0,0.0,2,34.0,36.0,32.0,771,2.0,1285.0,0.0015564202334630351
21512,2012,Cambodia,Athletics,0.0,0.0,0.0,2,47.0,47.0,49.0,1483,2.0,2194.0,0.0009115770282588879
21513,2012,Cambodia,Judo,0.0,0.0,0.0,1,14.0,14.0,28.0,384,1.0,636.0,0.0015723270440251573
21514,2012,Cambodia,Swimming,0.0,0.0,0.0,2,34.0,36.0,32.0,771,2.0,1285.0,0.0015564202334630351
21515,2012,Cambodia,Taekwondo,0.0,0.0,0.0,1,8.0,8.0,16.0,128,1.0,272.0,0.003676470588235294
21516,2012,Cameroon,Athletics,0.0,0.0,0.0,2,47.0,47.0,49.0,1483,2.0,2194.0,0.0009115770282588879
21517,2012,Cameroon,Boxing,0.0,0.0,0.0,5,13.0,13.0,26.0,283,5.0,517.0,0.009671179883945842
21518,2012,Cameroon,Football,0.0,0.0,0.0,1,2.0,2.0,2.0,28,1.0,58.0,0.017241379310344827
21519,2012,Cameroon,Judo,0.0,0.0,0.0,1,14.0,14.0,28.0,384,1.0,636.0,0.0015723270440251573
21520,2012,Cameroon,Rowing,0.0,0.0,0.0,1,14.0,14.0,14.0,205,1.0,415.0,0.0024096385542168677
21521,2012,Cameroon,Swimming,0.0,0.0,0.0,2,34.0,36.0,32.0,771,2.0,1285.0,0.0015564202334630351
21522,2012,Cameroon,Table Tennis,0.0,0.0,0.0,1,4.0,4.0,4.0,105,1.0,165.0,0.006060606060606061
21523,2012,Cameroon,Weightlifting,0.0,0.0,0.0,2,15.0,15.0,15.0,235,2.0,460.0,0.004347826086956522
21524,2012,Cameroon,Wrestling,0.0,0.0,0.0,1,18.0,18.0,36.0,339,1.0,663.0,0.0015082956259426848
21525,2012,Canada,Archery,0.0,0.0,0.0,2,4.0,4.0,4.0,86,2.0,146.0,0.0136986301369863
21526,2012,Canada,Badminton,0.0,0.0,0.0,3,5.0,5.0,5.0,125,3.0,200.0,0.015
21527,2012,Canada,Basketball,0.0,0.0,0.0,1,2.0,2.0,2.0,24,1.0,54.0,0.018518518518518517
21528,2012,Canada,Beach Volleyball,0.0,0.0,0.0,2,2.0,2.0,2.0,48,2.0,78.0,0.02564102564102564
21529,2012,Canada,Boxing,0.0,0.0,0.0,3,13.0,13.0,26.0,283,3.0,517.0,0.005802707930367505
21530,2012,Canada,Equestrianism,0.0,0.0,0.0,3,6.0,6.0,6.0,81,3.0,171.0,0.017543859649122806
21531,2012,Canada,Fencing,0.0,0.0,0.0,5,10.0,10.0,10.0,150,5.0,300.0,0.016666666666666666
21532,2012,Canada,Gymnastics,0.0,0.0,0.0,4,14.0,14.0,14.0,151,4.0,361.0,0.0110803324099723
21533,2012,Canada,Modern Pentathlon,0.0,0.0,0.0,1,2.0,2.0,2.0,51,1.0,81.0,0.012345679012345678
21534,2012,Canada,Rhythmic Gymnastics,0.0,0.0,0.0,1,2.0,2.0,2.0,35,1.0,65.0,0.015384615384615385
21535,2012,Canada,Sailing,0.0,0.0,0.0,8,10.0,10.0,10.0,272,8.0,422.0,0.018957345971563982
21536,2012,Canada,Shooting,0.0,0.0,0.0,2,15.0,15.0,15.0,322,2.0,547.0,0.003656307129798903
21537,2012,Canada,Synchronized Swimming,0.0,0.0,0.0,1,2.0,2.0,2.0,29,1.0,59.0,0.01694915254237288
21538,2012,Canada,Table Tennis,0.0,0.0,0.0,2,4.0,4.0,4.0,105,2.0,165.0,0.012121212121212121
21539,2012,Canada,Taekwondo,0.0,0.0,0.0,3,8.0,8.0,16.0,128,3.0,272.0,0.011029411764705883
21540,2012,Canada,Tennis,0.0,0.0,0.0,4,5.0,5.0,5.0,118,4.0,193.0,0.02072538860103627
21541,2012,Canada,Triathlon,0.0,0.0,0.0,2,2.0,2.0,2.0,68,2.0,98.0,0.02040816326530612
21542,2012,Cape Verde,Athletics,0.0,0.0,0.0,2,47.0,47.0,49.0,1483,2.0,2194.0,0.0009115770282588879
21543,2012,Cape Verde,Judo,0.0,0.0,0.0,1,14.0,14.0,28.0,384,1.0,636.0,0.0015723270440251573
21544,2012,Cayman Islands,Athletics,0.0,0.0,0.0,2,47.0,47.0,49.0,1483,2.0,2194.0,0.0009115770282588879
21545,2012,Cayman Islands,Swimming,0.0,0.0,0.0,1,34.0,36.0,32.0,771,1.0,1285.0,0.0007782101167315176
21546,2012,Central African Republic,Athletics,0.0,0.0,0.0,2,47.0,47.0,49.0,1483,2.0,2194.0,0.0009115770282588879
21547,2012,Central African Republic,Swimming,0.0,0.0,0.0,1,34.0,36.0,32.0,771,1.0,1285.0,0.0007782101167315176
21548,2012,Central African Republic,Taekwondo,0.0,0.0,0.0,2,8.0,8.0,16.0,128,2.0,272.0,0.007352941176470588
21549,2012,Central African Republic,Wrestling,0.0,0.0,0.0,1,18.0,18.0,36.0,339,1.0,663.0,0.0015082956259426848
21550,2012,Chad,Athletics,0.0,0.0,0.0,1,47.0,47.0,49.0,1483,1.0,2194.0,0.00045578851412944393
21551,2012,Chad,Judo,0.0,0.0,0.0,1,14.0,14.0,28.0,384,1.0,636.0,0.0015723270440251573
21552,2012,Chile,Archery,0.0,0.0,0.0,1,4.0,4.0,4.0,86,1.0,146.0,0.00684931506849315
21553,2012,Chile,Athletics,0.0,0.0,0.0,7,47.0,47.0,49.0,1483,7.0,2194.0,0.0031905195989061076
21554,2012,Chile,Cycling,0.0,0.0,0.0,3,18.0,18.0,19.0,334,3.0,607.0,0.004942339373970346
21555,2012,Chile,Equestrianism,0.0,0.0,0.0,1,6.0,6.0,6.0,81,1.0,171.0,0.005847953216374269
21556,2012,Chile,Fencing,0.0,0.0,0.0,2,10.0,10.0,10.0,150,2.0,300.0,0.006666666666666667
21557,2012,Chile,Gymnastics,0.0,0.0,0.0,2,14.0,14.0,14.0,151,2.0,361.0,0.00554016620498615
21558,2012,Chile,Judo,0.0,0.0,0.0,1,14.0,14.0,28.0,384,1.0,636.0,0.0015723270440251573
21559,2012,Chile,Modern Pentathlon,0.0,0.0,0.0,1,2.0,2.0,2.0,51,1.0,81.0,0.012345679012345678
21560,2012,Chile,Rowing,0.0,0.0,0.0,1,14.0,14.0,14.0,205,1.0,415.0,0.0024096385542168677
21561,2012,Chile,Sailing,0.0,0.0,0.0,2,10.0,10.0,10.0,272,2.0,422.0,0.004739336492890996
21562,2012,Chile,Shooting,0.0,0.0,0.0,1,15.0,15.0,15.0,322,1.0,547.0,0.0018281535648994515
21563,2012,Chile,Swimming,0.0,0.0,0.0,1,34.0,36.0,32.0,771,1.0,1285.0,0.0007782101167315176
21564,2012,Chile,Table Tennis,0.0,0.0,0.0,1,4.0,4.0,4.0,105,1.0,165.0,0.006060606060606061
21565,2012,Chile,Taekwondo,0.0,0.0,0.0,1,8.0,8.0,16.0,128,1.0,272.0,0.003676470588235294
21566,2012,Chile,Triathlon,0.0,0.0,0.0,2,2.0,2.0,2.0,68,2.0,98.0,0.02040816326530612
21567,2012,Chile,Weightlifting,0.0,0.0,0.0,2,15.0,15.0,15.0,235,2.0,460.0,0.004347826086956522
21568,2012,Chile,Wrestling,0.0,0.0,0.0,1,18.0,18.0,36.0,339,1.0,663.0,0.0015082956259426848
21569,2012,China,Basketball,0.0,0.0,0.0,2,2.0,2.0,2.0,24,2.0,54.0,0.037037037037037035
21570,2012,China,Beach Volleyball,0.0,0.0,0.0,2,2.0,2.0,2.0,48,2.0,78.0,0.02564102564102564
21571,2012,China,Canoeing,0.0,0.0,0.0,11,16.0,16.0,16.0,234,11.0,474.0,0.023206751054852322
21572,2012,China,Hockey,0.0,0.0,0.0,1,2.0,2.0,2.0,24,1.0,54.0,0.018518518518518517
21573,2012,China,Rhythmic Gymnastics,0.0,0.0,0.0,1,2.0,2.0,2.0,35,1.0,65.0,0.015384615384615385
21574,2012,China,Tennis,0.0,0.0,0.0,1,5.0,5.0,5.0,118,1.0,193.0,0.0051813471502590676
21575,2012,China,Triathlon,0.0,0.0,0.0,2,2.0,2.0,2.0,68,2.0,98.0,0.02040816326530612
21576,2012,China,Volleyball,0.0,0.0,0.0,1,2.0,2.0,2.0,24,1.0,54.0,0.018518518518518517
21577,2012,China,Water Polo,0.0,0.0,0.0,1,2.0,2.0,2.0,20,1.0,50.0,0.02
21578,2012,China-1,Tennis,0.0,0.0,0.0,1,5.0,5.0,5.0,118,1.0,193.0,0.0051813471502590676
21579,2012,China-2,Tennis,0.0,0.0,0.0,1,5.0,5.0,5.0,118,1.0,193.0,0.0051813471502590676
21580,2012,Chinese Taipei,Archery,0.0,0.0,0.0,2,4.0,4.0,4.0,86,2.0,146.0,0.0136986301369863
21581,2012,Chinese Taipei,Athletics,0.0,0.0,0.0,6,47.0,47.0,49.0,1483,6.0,2194.0,0.0027347310847766638
21582,2012,Chinese Taipei,Badminton,0.0,0.0,0.0,5,5.0,5.0,5.0,125,5.0,200.0,0.025
21583,2012,Chinese Taipei,Cycling,0.0,0.0,0.0,1,18.0,18.0,19.0,334,1.0,607.0,0.0016474464579901153
21584,2012,Chinese Taipei,Fencing,0.0,0.0,0.0,1,10.0,10.0,10.0,150,1.0,300.0,0.0033333333333333335
21585,2012,Chinese Taipei,Judo,0.0,0.0,0.0,1,14.0,14.0,28.0,384,1.0,636.0,0.0015723270440251573
21586,2012,Chinese Taipei,Rowing,0.0,0.0,0.0,1,14.0,14.0,14.0,205,1.0,415.0,0.0024096385542168677
21587,2012,Chinese Taipei,Sailing,0.0,0.0,0.0,1,10.0,10.0,10.0,272,1.0,422.0,0.002369668246445498
21588,2012,Chinese Taipei,Shooting,0.0,0.0,0.0,2,15.0,15.0,15.0,322,2.0,547.0,0.003656307129798903
21589,2012,Chinese Taipei,Swimming,0.0,0.0,0.0,3,34.0,36.0,32.0,771,3.0,1285.0,0.0023346303501945525
21590,2012,Chinese Taipei,Table Tennis,0.0,0.0,0.0,2,4.0,4.0,4.0,105,2.0,165.0,0.012121212121212121
21591,2012,Chinese Taipei,Tennis,0.0,0.0,0.0,3,5.0,5.0,5.0,118,3.0,193.0,0.015544041450777202
21592,2012,Colombia,Archery,0.0,0.0,0.0,2,4.0,4.0,4.0,86,2.0,146.0,0.0136986301369863
21593,2012,Colombia,Boxing,0.0,0.0,0.0,3,13.0,13.0,26.0,283,3.0,517.0,0.005802707930367505
21594,2012,Colombia,Diving,0.0,0.0,0.0,2,8.0,8.0,8.0,93,2.0,213.0,0.009389671361502348
21595,2012,Colombia,Equestrianism,0.0,0.0,0.0,1,6.0,6.0,6.0,81,1.0,171.0,0.005847953216374269
21596,2012,Colombia,Fencing,0.0,0.0,0.0,1,10.0,10.0,10.0,150,1.0,300.0,0.0033333333333333335
21597,2012,Colombia,Football,0.0,0.0,0.0,1,2.0,2.0,2.0,28,1.0,58.0,0.017241379310344827
21598,2012,Colombia,Gymnastics,0.0,0.0,0.0,2,14.0,14.0,14.0,151,2.0,361.0,0.00554016620498615
21599,2012,Colombia,Sailing,0.0,0.0,0.0,2,10.0,10.0,10.0,272,2.0,422.0,0.004739336492890996
21600,2012,Colombia,Shooting,0.0,0.0,0.0,1,15.0,15.0,15.0,322,1.0,547.0,0.0018281535648994515
21601,2012,Colombia,Swimming,0.0,0.0,0.0,3,34.0,36.0,32.0,771,3.0,1285.0,0.0023346303501945525
21602,2012,Colombia,Table Tennis,0.0,0.0,0.0,1,4.0,4.0,4.0,105,1.0,165.0,0.006060606060606061
21603,2012,Colombia,Tennis,0.0,0.0,0.0,3,5.0,5.0,5.0,118,3.0,193.0,0.015544041450777202
21604,2012,Colombia,Triathlon,0.0,0.0,0.0,1,2.0,2.0,2.0,68,1.0,98.0,0.01020408163265306
21605,2012,Comoros,Athletics,0.0,0.0,0.0,2,47.0,47.0,49.0,1483,2.0,2194.0,0.0009115770282588879
21606,2012,Comoros,Swimming,0.0,0.0,0.0,1,34.0,36.0,32.0,771,1.0,1285.0,0.0007782101167315176
21607,2012,Congo (Brazzaville),Athletics,0.0,0.0,0.0,2,47.0,47.0,49.0,1483,2.0,2194.0,0.0009115770282588879
21608,2012,Congo (Brazzaville),Swimming,0.0,0.0,0.0,2,34.0,36.0,32.0,771,2.0,1285.0,0.0015564202334630351
21609,2012,Congo (Brazzaville),Table Tennis,0.0,0.0,0.0,2,4.0,4.0,4.0,105,2.0,165.0,0.012121212121212121
21610,2012,Congo (Kinshasa),Athletics,0.0,0.0,0.0,2,47.0,47.0,49.0,1483,2.0,2194.0,0.0009115770282588879
21611,2012,Congo (Kinshasa),Boxing,0.0,0.0,0.0,1,13.0,13.0,26.0,283,1.0,517.0,0.0019342359767891683
21612,2012,Congo (Kinshasa),Judo,0.0,0.0,0.0,1,14.0,14.0,28.0,384,1.0,636.0,0.0015723270440251573
21613,2012,Cook Islands,Athletics,0.0,0.0,0.0,2,47.0,47.0,49.0,1483,2.0,2194.0,0.0009115770282588879
21614,2012,Cook Islands,Canoeing,0.0,0.0,0.0,2,16.0,16.0,16.0,234,2.0,474.0,0.004219409282700422
21615,2012,Cook Islands,Sailing,0.0,0.0,0.0,1,10.0,10.0,10.0,272,1.0,422.0,0.002369668246445498
21616,2012,Cook Islands,Swimming,0.0,0.0,0.0,2,34.0,36.0,32.0,771,2.0,1285.0,0.0015564202334630351
21617,2012,Cook Islands,Weightlifting,0.0,0.0,0.0,1,15.0,15.0,15.0,235,1.0,460.0,0.002173913043478261
21618,2012,Costa Rica,Athletics,0.0,0.0,0.0,4,47.0,47.0,49.0,1483,4.0,2194.0,0.0018231540565177757
21619,2012,Costa Rica,Cycling,0.0,0.0,0.0,2,18.0,18.0,19.0,334,2.0,607.0,0.0032948929159802307
21620,2012,Costa Rica,Judo,0.0,0.0,0.0,1,14.0,14.0,28.0,384,1.0,636.0,0.0015723270440251573
21621,2012,Costa Rica,Swimming,0.0,0.0,0.0,2,34.0,36.0,32.0,771,2.0,1285.0,0.0015564202334630351
21622,2012,Costa Rica,Taekwondo,0.0,0.0,0.0,1,8.0,8.0,16.0,128,1.0,272.0,0.003676470588235294
21623,2012,Costa Rica,Triathlon,0.0,0.0,0.0,1,2.0,2.0,2.0,68,1.0,98.0,0.01020408163265306
21624,2012,Cote d'Ivoire,Archery,0.0,0.0,0.0,1,4.0,4.0,4.0,86,1.0,146.0,0.00684931506849315
21625,2012,Cote d'Ivoire,Athletics,0.0,0.0,0.0,3,47.0,47.0,49.0,1483,3.0,2194.0,0.0013673655423883319
21626,2012,Cote d'Ivoire,Judo,0.0,0.0,0.0,1,14.0,14.0,28.0,384,1.0,636.0,0.0015723270440251573
21627,2012,Cote d'Ivoire,Swimming,0.0,0.0,0.0,2,34.0,36.0,32.0,771,2.0,1285.0,0.0015564202334630351
21628,2012,Cote d'Ivoire,Taekwondo,0.0,0.0,0.0,1,8.0,8.0,16.0,128,1.0,272.0,0.003676470588235294
21629,2012,Cote d'Ivoire,Wrestling,0.0,0.0,0.0,1,18.0,18.0,36.0,339,1.0,663.0,0.0015082956259426848
21630,2012,Croatia,Basketball,0.0,0.0,0.0,1,2.0,2.0,2.0,24,1.0,54.0,0.018518518518518517
21631,2012,Croatia,Canoeing,0.0,0.0,0.0,1,16.0,16.0,16.0,234,1.0,474.0,0.002109704641350211
21632,2012,Croatia,Cycling,0.0,0.0,0.0,1,18.0,18.0,19.0,334,1.0,607.0,0.0016474464579901153
21633,2012,Croatia,Fencing,0.0,0.0,0.0,1,10.0,10.0,10.0,150,1.0,300.0,0.0033333333333333335
21634,2012,Croatia,Gymnastics,0.0,0.0,0.0,2,14.0,14.0,14.0,151,2.0,361.0,0.00554016620498615
21635,2012,Croatia,Judo,0.0,0.0,0.0,2,14.0,14.0,28.0,384,2.0,636.0,0.0031446540880503146
21636,2012,Croatia,Sailing,0.0,0.0,0.0,8,10.0,10.0,10.0,272,8.0,422.0,0.018957345971563982
21637,2012,Croatia,Swimming,0.0,0.0,0.0,4,34.0,36.0,32.0,771,4.0,1285.0,0.0031128404669260703
21638,2012,Croatia,Table Tennis,0.0,0.0,0.0,2,4.0,4.0,4.0,105,2.0,165.0,0.012121212121212121
21639,2012,Croatia,Tennis,0.0,0.0,0.0,1,5.0,5.0,5.0,118,1.0,193.0,0.0051813471502590676
21640,2012,Croatia,Wrestling,0.0,0.0,0.0,2,18.0,18.0,36.0,339,2.0,663.0,0.0030165912518853697
21641,2012,Cuba,Archery,0.0,0.0,0.0,1,4.0,4.0,4.0,86,1.0,146.0,0.00684931506849315
21642,2012,Cuba,Canoeing,0.0,0.0,0.0,4,16.0,16.0,16.0,234,4.0,474.0,0.008438818565400843
21643,2012,Cuba,Cycling,0.0,0.0,0.0,4,18.0,18.0,19.0,334,4.0,607.0,0.006589785831960461
21644,2012,Cuba,Diving,0.0,0.0,0.0,2,8.0,8.0,8.0,93,2.0,213.0,0.009389671361502348
21645,2012,Cuba,Rowing,0.0,0.0,0.0,4,14.0,14.0,14.0,205,4.0,415.0,0.00963855421686747
21646,2012,Cuba,Swimming,0.0,0.0,0.0,2,34.0,36.0,32.0,771,2.0,1285.0,0.0015564202334630351
21647,2012,Cuba,Table Tennis,0.0,0.0,0.0,1,4.0,4.0,4.0,105,1.0,165.0,0.006060606060606061
21648,2012,Cyprus,Athletics,0.0,0.0,0.0,4,47.0,47.0,49.0,1483,4.0,2194.0,0.0018231540565177757
21649,2012,Cyprus,Cycling,0.0,0.0,0.0,1,18.0,18.0,19.0,334,1.0,607.0,0.0016474464579901153
21650,2012,Cyprus,Rhythmic Gymnastics,0.0,0.0,0.0,1,2.0,2.0,2.0,35,1.0,65.0,0.015384615384615385
